system:index,tx,ty,zoom,.geo
1196,6497,3817,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.51177474642502,12.124364333715974],[105.55756119708154,12.124364333715974],[105.55756119708154,12.169126434143678],[105.51177474642502,12.169126434143678],[105.51177474642502,12.124364333715974]]]}"
1197,6497,3818,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.51177489498112,12.081395952747817],[105.55756104852544,12.081395952747817],[105.55756104852544,12.126164972205626],[105.51177489498112,12.126164972205626],[105.51177489498112,12.081395952747817]]]}"
1198,6497,3819,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.51177504299577,12.038420672924637],[105.55756090051081,12.038420672924637],[105.55756090051081,12.083196588355698],[105.51177504299577,12.083196588355698],[105.51177504299577,12.038420672924637]]]}"
1233,6497,3854,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.51177988304408,10.530120123842874],[105.55755606046247,10.530120123842874],[105.55755606046247,10.575122726994516],[105.51177988304408,10.575122726994516],[105.51177988304408,10.530120123842874]]]}"
1234,6497,3855,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.5117800116217,10.486911997434385],[105.55755593188486,10.486911997434385],[105.55755593188486,10.531920654162793],[105.5117800116217,10.531920654162793],[105.5117800116217,10.486911997434385]]]}"
1239,6497,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.51178064643449,10.270781348323426],[105.55755529707207,10.270781348323426],[105.55755529707207,10.315819916659589],[105.51178064643449,10.315819916659589],[105.51178064643449,10.270781348323426]]]}"
1240,6497,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.51178077178253,10.227537381532432],[105.55755517172403,10.227537381532432],[105.55755517172403,10.27258186081654],[105.51178077178253,10.27258186081654],[105.51178077178253,10.227537381532432]]]}"
1266,6498,3813,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.55571945928473,12.296168408238792],[105.60150710922277,12.296168408238792],[105.60150710922277,12.340902602363647],[105.55571945928473,12.340902602363647],[105.55571945928473,12.296168408238792]]]}"
1267,6498,3814,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.55571961000754,12.253227853042198],[105.60150695849995,12.253227853042198],[105.60150695849995,12.297969058231343],[105.55571961000754,12.297969058231343],[105.55571961000754,12.253227853042198]]]}"
1308,6498,3855,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.55572532412216,10.486911997434385],[105.60150124438533,10.486911997434385],[105.60150124438533,10.531920654162791],[105.55572532412216,10.531920654162791],[105.55572532412216,10.486911997434385]]]}"
1309,6498,3856,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.55572545216133,10.443697838212396],[105.60150111634618,10.443697838212396],[105.60150111634618,10.48871252478847],[105.55572545216133,10.48871252478847],[105.55572545216133,10.443697838212396]]]}"
1310,6498,3857,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.5557255796621,10.400477669920864],[105.6015009888454,10.400477669920864],[105.6015009888454,10.445498362598514],[105.5557255796621,10.445498362598514],[105.5557255796621,10.400477669920864]]]}"
1314,6498,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.555726084283,10.227537381532432],[105.60150048422452,10.227537381532432],[105.60150048422452,10.272581860816539],[105.555726084283,10.272581860816539],[105.555726084283,10.227537381532432]]]}"
1315,6498,3862,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.55572620909302,10.18428752464537],[105.60150035941447,10.18428752464537],[105.60150035941447,10.229337891047047],[105.55572620909302,10.229337891047047],[105.55572620909302,10.18428752464537]]]}"
1340,6499,3813,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.59966477178521,12.296168408238792],[105.64545242172319,12.296168408238792],[105.64545242172319,12.340902602363647],[105.59966477178521,12.340902602363647],[105.59966477178521,12.296168408238792]]]}"
1341,6499,3814,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.59966492250803,12.253227853042196],[105.64545227100037,12.253227853042196],[105.64545227100037,12.29796905823134],[105.59966492250803,12.29796905823134],[105.59966492250803,12.253227853042196]]]}"
1384,6499,3857,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.59967089216258,10.400477669920864],[105.64544630134583,10.400477669920864],[105.64544630134583,10.445498362598512],[105.59967089216258,10.445498362598512],[105.59967089216258,10.400477669920864]]]}"
1389,6499,3862,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.59967152159349,10.18428752464537],[105.6454456719149,10.18428752464537],[105.6454456719149,10.229337891047043],[105.59967152159349,10.229337891047043],[105.59967152159349,10.18428752464537]]]}"
1390,6499,3863,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.5996716458656,10.141031801507118],[105.6454455476428,10.141031801507118],[105.6454455476428,10.186088031179395],[105.5996716458656,10.186088031179395],[105.5996716458656,10.141031801507118]]]}"
1415,6500,3814,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.64361023500844,12.253227853042198],[105.68939758350085,12.253227853042198],[105.68939758350085,12.29796905823134],[105.64361023500844,12.29796905823134],[105.64361023500844,12.253227853042198]]]}"
1458,6500,3857,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.643616204663,10.400477669920862],[105.6893916138463,10.400477669920862],[105.6893916138463,10.445498362598512],[105.643616204663,10.445498362598512],[105.643616204663,10.400477669920862]]]}"
1464,6500,3863,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.64361695836602,10.14103180150712],[105.68939086014326,10.14103180150712],[105.68939086014326,10.186088031179395],[105.64361695836602,10.186088031179395],[105.64361695836602,10.14103180150712]]]}"
1465,6500,3864,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.64361708210028,10.097770235979274],[105.68939073640902,10.097770235979274],[105.68939073640902,10.142832305058485],[105.64361708210028,10.142832305058485],[105.64361708210028,10.097770235979274]]]}"
1489,6501,3814,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.68755554750891,12.2532278530422],[105.73334289600132,12.2532278530422],[105.73334289600132,12.297969058231343],[105.68755554750891,12.297969058231343],[105.68755554750891,12.2532278530422]]]}"
1532,6501,3857,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.68756151716346,10.400477669920864],[105.73333692634677,10.400477669920864],[105.73333692634677,10.445498362598512],[105.68756151716346,10.445498362598512],[105.68756151716346,10.400477669920864]]]}"
1533,6501,3858,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.68756164412595,10.357251516320789],[105.73333679938428,10.357251516320789],[105.73333679938428,10.402278191336894],[105.68756164412595,10.402278191336894],[105.68756164412595,10.357251516320789]]]}"
1539,6501,3864,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.68756239460075,10.097770235979274],[105.73333604890949,10.097770235979274],[105.73333604890949,10.142832305058485],[105.68756239460075,10.142832305058485],[105.68756239460075,10.097770235979274]]]}"
1563,6502,3814,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.73150086000939,12.253227853042196],[105.77728820850177,12.253227853042196],[105.77728820850177,12.29796905823134],[105.73150086000939,12.29796905823134],[105.73150086000939,12.253227853042196]]]}"
1607,6502,3858,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.73150695662642,10.357251516320789],[105.77728211188474,10.357251516320789],[105.77728211188474,10.402278191336897],[105.73150695662642,10.402278191336897],[105.73150695662642,10.357251516320789]]]}"
1608,6502,3859,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.73150708305069,10.314019401190068],[105.77728198546048,10.314019401190068],[105.77728198546048,10.359052034764614],[105.73150708305069,10.359052034764614],[105.73150708305069,10.314019401190068]]]}"
1609,6502,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.7315072089368,10.270781348323426],[105.77728185957436,10.270781348323426],[105.77728185957436,10.315819916659594],[105.7315072089368,10.315819916659594],[105.7315072089368,10.270781348323426]]]}"
1613,6502,3864,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.73150770710122,10.097770235979276],[105.77728136140995,10.097770235979276],[105.77728136140995,10.142832305058487],[105.73150770710122,10.142832305058487],[105.73150770710122,10.097770235979276]]]}"
1614,6502,3865,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.73150783029767,10.054502851939908],[105.77728123821349,10.054502851939908],[105.77728123821349,10.099570736545916],[105.73150783029767,10.099570736545916],[105.73150783029767,10.054502851939908]]]}"
1637,6503,3814,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.77544617250985,12.253227853042198],[105.82123352100224,12.253227853042198],[105.82123352100224,12.297969058231338],[105.77544617250985,12.297969058231338],[105.77544617250985,12.253227853042198]]]}"
1683,6503,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.77545252143726,10.270781348323426],[105.82122717207484,10.270781348323426],[105.82122717207484,10.31581991665959],[105.77545252143726,10.31581991665959],[105.77545252143726,10.270781348323426]]]}"
1688,6503,3865,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.77545314279814,10.054502851939908],[105.82122655071396,10.054502851939908],[105.82122655071396,10.099570736545916],[105.77545314279814,10.099570736545916],[105.77545314279814,10.054502851939908]]]}"
1689,6503,3866,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.77545326545689,10.011229673283605],[105.8212264280552,10.011229673283605],[105.8212264280552,10.056303349519759],[105.77545326545689,10.056303349519759],[105.77545326545689,10.011229673283605]]]}"
1711,6504,3814,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.8193914850103,12.2532278530422],[105.86517883350271,12.2532278530422],[105.86517883350271,12.29796905823134],[105.8193914850103,12.29796905823134],[105.8193914850103,12.2532278530422]]]}"
1757,6504,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.81939783393773,10.270781348323428],[105.8651724845753,10.270781348323428],[105.8651724845753,10.315819916659587],[105.81939783393773,10.315819916659587],[105.81939783393773,10.270781348323428]]]}"
1763,6504,3866,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.81939857795734,10.011229673283605],[105.86517174055568,10.011229673283605],[105.86517174055568,10.05630334951976],[105.81939857795734,10.05630334951976],[105.81939857795734,10.011229673283605]]]}"
1764,6504,3867,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.81939870007847,9.967950723921353],[105.86517161843456,9.967950723921353],[105.86517161843456,10.013030167874616],[105.81939870007847,10.013030167874616],[105.81939870007847,9.967950723921353]]]}"
1765,6504,3868,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.819398821662,9.924666027780516],[105.865171496851,9.924666027780516],[105.865171496851,9.969751215521478],[105.819398821662,9.969751215521478],[105.819398821662,9.924666027780516]]]}"
1785,6505,3814,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.86333679751078,12.2532278530422],[105.90912414600317,12.2532278530422],[105.90912414600317,12.297969058231343],[105.86333679751078,12.297969058231343],[105.86333679751078,12.2532278530422]]]}"
1831,6505,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.8633431464382,10.270781348323428],[105.90911779707575,10.270781348323428],[105.90911779707575,10.31581991665959],[105.8633431464382,10.31581991665959],[105.8633431464382,10.270781348323428]]]}"
1839,6505,3868,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.86334413416249,9.924666027780518],[105.90911680935146,9.924666027780518],[105.90911680935146,9.969751215521477],[105.86334413416249,9.969751215521477],[105.86334413416249,9.924666027780518]]]}"
1859,6506,3814,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.90728211001124,12.253227853042198],[105.95306945850362,12.253227853042198],[105.95306945850362,12.297969058231342],[105.90728211001124,12.297969058231342],[105.90728211001124,12.253227853042198]]]}"
1905,6506,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.90728845893864,10.270781348323428],[105.9530631095762,10.270781348323428],[105.9530631095762,10.315819916659589],[105.90728845893864,10.315819916659589],[105.90728845893864,10.270781348323428]]]}"
1913,6506,3868,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.90728944666293,9.924666027780516],[105.95306212185191,9.924666027780516],[105.95306212185191,9.969751215521478],[105.90728944666293,9.969751215521478],[105.90728944666293,9.924666027780516]]]}"
1914,6506,3869,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.907289567709,9.88137560880479],[105.95306200080586,9.88137560880479],[105.95306200080586,9.926466516387721],[105.907289567709,9.926466516387721],[105.907289567709,9.88137560880479]]]}"
1933,6507,3814,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.95122742251168,12.253227853042198],[105.99701477100407,12.253227853042198],[105.99701477100407,12.29796905823134],[105.95122742251168,12.29796905823134],[105.95122742251168,12.253227853042198]]]}"
1934,6507,3815,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.95122757269269,12.210280306888652],[105.99701462082307,12.210280306888652],[105.99701462082307,12.255028500162663],[105.95122757269269,12.255028500162663],[105.95122757269269,12.210280306888652]]]}"
1935,6507,3816,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.95122772233198,12.167325792774667],[105.99701447118379,12.167325792774667],[105.99701447118379,12.212080951134604],[105.95122772233198,12.212080951134604],[105.95122772233198,12.167325792774667]]]}"
1978,6507,3859,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.95123364555299,10.314019401190068],[105.99700854796278,10.314019401190068],[105.99700854796278,10.359052034764616],[105.95123364555299,10.359052034764616],[105.95123364555299,10.314019401190068]]]}"
1979,6507,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.95123377143909,10.270781348323428],[105.99700842207666,10.270781348323428],[105.99700842207666,10.315819916659592],[105.95123377143909,10.315819916659592],[105.95123377143909,10.270781348323428]]]}"
1980,6507,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.95123389678713,10.227537381532434],[105.99700829672864,10.227537381532434],[105.99700829672864,10.27258186081654],[105.95123389678713,10.27258186081654],[105.95123389678713,10.227537381532434]]]}"
1988,6507,3869,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.95123488020944,9.881375608804792],[105.99700731330633,9.881375608804792],[105.99700731330633,9.926466516387721],[105.95123488020944,9.926466516387721],[105.95123488020944,9.881375608804792]]]}"
1989,6507,3870,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.95123500071807,9.838079490953977],[105.9970071927977,9.838079490953977],[105.9970071927977,9.883176094417042],[105.95123500071807,9.883176094417042],[105.95123500071807,9.838079490953977]]]}"
1998,6508,3805,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.9951713589909,12.639438422232937],[106.0409614595258,12.639438422232937],[106.0409614595258,12.68411502602802],[105.9951713589909,12.68411502602802],[105.9951713589909,12.639438422232937]]]}"
1999,6508,3806,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.99517151405142,12.596554620218004],[106.04096130446528,12.596554620218004],[106.04096130446528,12.641239095113786],[105.99517151405142,12.641239095113786],[105.99517151405142,12.596554620218004]]]}"
2000,6508,3807,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.99517166856941,12.553663643979506],[106.0409611499473,12.553663643979506],[106.0409611499473,12.598355290246468],[105.99517166856941,12.598355290246468],[105.99517166856941,12.553663643979506]]]}"
2001,6508,3808,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.99517182254498,12.510765516356736],[106.04096099597173,12.510765516356736],[106.04096099597173,12.555464311153106],[105.99517182254498,12.555464311153106],[105.99517182254498,12.510765516356736]]]}"
2002,6508,3809,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.99517197597818,12.467860260208774],[106.04096084253851,12.467860260208774],[106.04096084253851,12.512566180672986],[105.99517197597818,12.512566180672986],[105.99517197597818,12.467860260208774]]]}"
2003,6508,3810,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.99517212886913,12.424947898414569],[106.04096068964758,12.424947898414569],[106.04096068964758,12.4696609216652],[105.99517212886913,12.4696609216652],[105.99517212886913,12.424947898414569]]]}"
2004,6508,3811,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.9951722812179,12.382028453872682],[106.04096053729879,12.382028453872682],[106.04096053729879,12.426748557008706],[105.9951722812179,12.426748557008706],[105.9951722812179,12.382028453872682]]]}"
2005,6508,3812,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.99517243302462,12.339101949501455],[106.04096038549208,12.339101949501455],[106.04096038549208,12.383829109602075],[105.99517243302462,12.383829109602075],[105.99517243302462,12.339101949501455]]]}"
2006,6508,3813,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.99517258428934,12.296168408238792],[106.04096023422737,12.296168408238792],[106.04096023422737,12.340902602363647],[105.99517258428934,12.340902602363647],[105.99517258428934,12.296168408238792]]]}"
2007,6508,3814,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.99517273501215,12.253227853042196],[106.04096008350456,12.253227853042196],[106.04096008350456,12.29796905823134],[105.99517273501215,12.29796905823134],[105.99517273501215,12.253227853042196]]]}"
2052,6508,3859,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.99517895805344,10.314019401190068],[106.04095386046325,10.314019401190068],[106.04095386046325,10.359052034764614],[105.99517895805344,10.359052034764614],[105.99517895805344,10.314019401190068]]]}"
2053,6508,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.99517908393956,10.270781348323428],[106.04095373457714,10.270781348323428],[106.04095373457714,10.315819916659589],[105.99517908393956,10.315819916659589],[105.99517908393956,10.270781348323428]]]}"
2054,6508,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.99517920928758,10.227537381532432],[106.0409536092291,10.227537381532432],[106.0409536092291,10.272581860816539],[105.99517920928758,10.272581860816539],[105.99517920928758,10.227537381532432]]]}"
2063,6508,3870,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.99518031321853,9.838079490953977],[106.04095250529816,9.838079490953977],[106.04095250529816,9.883176094417038],[105.99518031321853,9.883176094417038],[105.99518031321853,9.838079490953977]]]}"
2064,6508,3871,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[105.9951804331898,9.794777698204143],[106.0409523853269,9.794777698204143],[106.0409523853269,9.83987997356925],[105.9951804331898,9.83987997356925],[105.9951804331898,9.794777698204143]]]}"
2077,6509,3810,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.0391174413696,12.424947898414567],[106.08490600214803,12.424947898414567],[106.08490600214803,12.469660921665202],[106.0391174413696,12.469660921665202],[106.0391174413696,12.424947898414567]]]}"
2127,6509,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.03912439644003,10.270781348323426],[106.0848990470776,10.270781348323426],[106.0848990470776,10.315819916659587],[106.03912439644003,10.315819916659587],[106.03912439644003,10.270781348323426]]]}"
2128,6509,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.03912452178807,10.227537381532432],[106.08489892172958,10.227537381532432],[106.08489892172958,10.272581860816537],[106.03912452178807,10.272581860816537],[106.03912452178807,10.227537381532432]]]}"
2138,6509,3871,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.03912574569027,9.794777698204141],[106.08489769782736,9.794777698204141],[106.08489769782736,9.839879973569252],[106.03912574569027,9.839879973569252],[106.03912574569027,9.794777698204141]]]}"
2139,6509,3872,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.03912586512426,9.751470254547476],[106.08489757839337,9.751470254547476],[106.08489757839337,9.796578177820432],[106.03912586512426,9.796578177820432],[106.03912586512426,9.751470254547476]]]}"
2140,6509,3873,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.03912598402106,9.708157183992183],[106.08489745949659,9.708157183992183],[106.08489745949659,9.753270731162772],[106.03912598402106,9.753270731162772],[106.03912598402106,9.708157183992183]]]}"
2151,6510,3810,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.08306275387005,12.424947898414567],[106.1288513146485,12.424947898414567],[106.1288513146485,12.469660921665204],[106.08306275387005,12.469660921665204],[106.08306275387005,12.424947898414567]]]}"
2201,6510,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.08306970894049,10.270781348323426],[106.12884435957808,10.270781348323426],[106.12884435957808,10.31581991665959],[106.08306970894049,10.31581991665959],[106.08306970894049,10.270781348323426]]]}"
2202,6510,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.08306983428852,10.227537381532432],[106.12884423423004,10.227537381532432],[106.12884423423004,10.27258186081654],[106.08306983428852,10.27258186081654],[106.08306983428852,10.227537381532432]]]}"
2213,6510,3872,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.08307117762473,9.751470254547476],[106.12884289089382,9.751470254547476],[106.12884289089382,9.796578177820432],[106.08307117762473,9.796578177820432],[106.08307117762473,9.751470254547476]]]}"
2214,6510,3873,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.08307129652151,9.708157183992181],[106.12884277199704,9.708157183992181],[106.12884277199704,9.753270731162775],[106.08307129652151,9.753270731162775],[106.08307129652151,9.708157183992181]]]}"
2215,6510,3874,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.08307141488116,9.664838510562417],[106.1288426536374,9.664838510562417],[106.1288426536374,9.709957657604487],[106.08307141488116,9.709957657604487],[106.08307141488116,9.664838510562417]]]}"
2216,6510,3875,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.08307153270373,9.621514258298346],[106.12884253581484,9.621514258298346],[106.12884253581484,9.666638981169744],[106.08307153270373,9.666638981169744],[106.08307153270373,9.621514258298346]]]}"
2275,6511,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.12701502144097,10.270781348323426],[106.17278967207854,10.270781348323426],[106.17278967207854,10.315819916659587],[106.12701502144097,10.315819916659587],[106.12701502144097,10.270781348323426]]]}"
2276,6511,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.12701514678899,10.227537381532432],[106.17278954673051,10.227537381532432],[106.17278954673051,10.27258186081654],[106.12701514678899,10.27258186081654],[106.12701514678899,10.227537381532432]]]}"
2277,6511,3862,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.12701527159902,10.18428752464537],[106.17278942192048,10.18428752464537],[106.17278942192048,10.229337891047045],[106.12701527159902,10.229337891047045],[106.12701527159902,10.18428752464537]]]}"
2278,6511,3863,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.12701539587113,10.141031801507118],[106.17278929764838,10.141031801507118],[106.17278929764838,10.186088031179398],[106.12701539587113,10.186088031179398],[106.12701539587113,10.141031801507118]]]}"
2288,6511,3873,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.12701660902198,9.708157183992183],[106.17278808449753,9.708157183992183],[106.17278808449753,9.75327073116277],[106.12701660902198,9.75327073116277],[106.12701660902198,9.708157183992183]]]}"
2289,6511,3874,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.12701672738162,9.664838510562417],[106.17278796613789,9.664838510562417],[106.17278796613789,9.709957657604484],[106.12701672738162,9.709957657604484],[106.12701672738162,9.664838510562417]]]}"
2290,6511,3875,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.12701684520418,9.621514258298346],[106.17278784831532,9.621514258298346],[106.17278784831532,9.666638981169744],[106.12701684520418,9.666638981169744],[106.12701684520418,9.621514258298346]]]}"
2291,6511,3876,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.12701696248975,9.578184451255858],[106.17278773102976,9.578184451255858],[106.17278773102976,9.623314725898712],[106.12701696248975,9.623314725898712],[106.12701696248975,9.578184451255858]]]}"
2348,6512,3859,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.17096020805532,10.314019401190068],[106.21673511046511,10.314019401190068],[106.21673511046511,10.359052034764614],[106.17096020805532,10.359052034764614],[106.17096020805532,10.314019401190068]]]}"
2349,6512,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.17096033394144,10.270781348323428],[106.21673498457899,10.270781348323428],[106.21673498457899,10.315819916659589],[106.17096033394144,10.315819916659589],[106.17096033394144,10.270781348323428]]]}"
2350,6512,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.17096045928946,10.227537381532432],[106.21673485923097,10.227537381532432],[106.21673485923097,10.272581860816542],[106.17096045928946,10.272581860816542],[106.17096045928946,10.227537381532432]]]}"
2352,6512,3863,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.17096070837161,10.141031801507118],[106.21673461014883,10.141031801507118],[106.21673461014883,10.186088031179397],[106.17096070837161,10.186088031179397],[106.17096070837161,10.141031801507118]]]}"
2353,6512,3864,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.17096083210585,10.097770235979276],[106.21673448641458,10.097770235979276],[106.21673448641458,10.142832305058485],[106.17096083210585,10.142832305058485],[106.17096083210585,10.097770235979276]]]}"
2363,6512,3874,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.1709620398821,9.664838510562417],[106.21673327863833,9.664838510562417],[106.21673327863833,9.709957657604486],[106.1709620398821,9.709957657604486],[106.1709620398821,9.664838510562417]]]}"
2364,6512,3875,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.17096215770466,9.621514258298346],[106.21673316081576,9.621514258298346],[106.21673316081576,9.666638981169742],[106.17096215770466,9.666638981169742],[106.17096215770466,9.621514258298346]]]}"
2365,6512,3876,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.1709622749902,9.578184451255858],[106.21673304353021,9.578184451255858],[106.21673304353021,9.62331472589871],[106.1709622749902,9.62331472589871],[106.1709622749902,9.578184451255858]]]}"
2366,6512,3877,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.17096239173884,9.534849113506718],[106.21673292678159,9.534849113506718],[106.21673292678159,9.579984915847286],[106.17096239173884,9.579984915847286],[106.17096239173884,9.534849113506718]]]}"
2367,6512,3878,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.1709625079506,9.4915082691384],[106.21673281056982,9.4915082691384],[106.21673281056982,9.536649575087239],[106.1709625079506,9.536649575087239],[106.1709625079506,9.4915082691384]]]}"
2422,6513,3859,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.21490552055577,10.314019401190068],[106.26068042296555,10.314019401190068],[106.26068042296555,10.359052034764614],[106.21490552055577,10.359052034764614],[106.21490552055577,10.314019401190068]]]}"
2424,6513,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.21490577178992,10.227537381532432],[106.26068017173141,10.227537381532432],[106.26068017173141,10.272581860816539],[106.21490577178992,10.272581860816539],[106.21490577178992,10.227537381532432]]]}"
2427,6513,3864,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.2149061446063,10.097770235979274],[106.26067979891502,10.097770235979274],[106.26067979891502,10.142832305058487],[106.2149061446063,10.142832305058487],[106.2149061446063,10.097770235979274]]]}"
